,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
10,Kung Fu Panda 3,2016,PG,29 Jan 2016,95 min,"Animation, Action, Adventure, Comedy, Family, Fantasy","Alessandro Carloni, Jennifer Yuh Nelson","Jonathan Aibel, Glenn Berger","Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",English,"China, USA",1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"111,535",tt2267968,movie,28 Jun 2016,"$128,341,070",DreamWorks Animation,https://www.facebook.com/kungfupanda,True
11,The 5th Wave,2016,PG-13,22 Jan 2016,112 min,"Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",J Blakeson,"Susannah Grant (screenplay by), Akiva Goldsman (screenplay by), Jeff Pinkner (screenplay by), Rick Yancey (based on the novel by)","Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders","Four waves of increasingly deadly alien attacks have left most of Earth decimated. Cassie is on the run, desperately trying to save her younger brother.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjQwOTc0Mzg3Nl5BMl5BanBnXkFtZTgwOTg3NjI2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.2,"88,843",tt2304933,movie,03 May 2016,N/A,Sony Pictures,http://www.laquintaola.com.mx/,True
12,The Boy,2016,PG-13,22 Jan 2016,97 min,"Horror, Mystery, Thriller",William Brent Bell,Stacey Menear,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton","An American nanny is shocked that her new English family's boy is actually a life-sized doll. After she violates a list of strict rules, disturbing events make her believe that the doll is really alive.",English,"China, Canada, USA",6 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1MjcxNzcwMV5BMl5BanBnXkFtZTgwMTE0NTE2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.0,"67,106",tt3882082,movie,10 May 2016,"$30,196,680",STX Entertainment,http://theboymovie.tumblr.com/,True
13,Dirty Grandpa,2016,R,22 Jan 2016,102 min,Comedy,Dan Mazer,John Phillips,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",English,USA,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMzk0NzkyNDk2M15BMl5BanBnXkFtZTgwNDczOTU3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.9,"97,994",tt1860213,movie,17 May 2016,"$34,690,808",Lionsgate Films,N/A,True
14,Monster Hunt,2015,TV-Y7,22 Jan 2016,117 min,"Action, Adventure, Comedy, Fantasy",Raman Hui,"Alan Yuen (screenplay), Alan Yuen (story)","Baihe Bai, Boran Jing, Wu Jiang, Elaine Jin","In an ancient world where monsters rule the land while humans keep to their own kingdom, a baby monster, Wuba, is born to a human father and monster queen. When mortals and creatures alike ...",Mandarin,"China, Hong Kong",5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMjUzNDgxMV5BMl5BanBnXkFtZTgwMDUwNTQ2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"4,014",tt3781476,movie,01 Aug 2016,"$21,074",Edko Films,http://kissasian.com/Drama/Monster-Hunt,True
15,Tallulah,2016,N/A,29 Jul 2016,111 min,"Comedy, Drama, Romance",Sian Heder,Sian Heder,"Ellen Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit","Desperate to be rid of her toddler, a dissatisfied Manhattan housewife hires a stranger to babysit and ends up getting much more than she bargained for.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNTIyYWFkNjctNTMyNy00YWI0LWJkYzYtYjFlMzQwZTg0ZWExXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"14,538",tt1639084,movie,29 Jul 2016,N/A,Netflix,https://www.netflix.com/title/80093198,True
16,Mr. Pig,2016,N/A,22 Jul 2016,100 min,Drama,Diego Luna,"Diego Luna, Augusto Mendoza","Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray","A beautiful road movie, and a chance to talk about love for Mexico through the eyes of an American.",English,Mexico,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYTJlMTY3ZjYtYWJmOC00YjU2LTllMmQtMzdlY2U0YzVhNDBlXkEyXkFqcGdeQXVyNjcyOTA3Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,5.7,841,tt2722504,movie,N/A,N/A,Canana Films,N/A,True
17,Lazer Team,2015,PG-13,27 Jan 2016,102 min,"Action, Comedy, Sci-Fi",Matt Hullum,"Burnie Burns (story), Burnie Burns (screenplay), Chris Demarais (screenplay), Josh Flanagan (screenplay), Matt Hullum (screenplay)","Burnie Burns, Gavin Free, Michael Jones, Colton Dunn",Four losers are thrust into the position of saving the world when they stumble upon a UFO crash site and become genetically equipped to the battle suit on board.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BODU0MDM0ODMyN15BMl5BanBnXkFtZTgwMzk1MTk3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.6,"8,643",tt3864024,movie,02 Aug 2016,"$1,149,878",Rooster Teeth Productions,http://lazerteamthemovie.com/,True
18,The Witch,2015,R,19 Feb 2016,92 min,"Horror, Mystery",Robert Eggers,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",English,"UK, Canada, USA",41 wins & 64 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.8,"147,381",tt4263482,movie,17 May 2016,"$19,239,494",A24 Films,http://thewitch-movie.com/,True
19,Fifty Shades of Black,2016,R,29 Jan 2016,92 min,Comedy,Michael Tiddes,"Marlon Wayans, Rick Alvarez","Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps",An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,3.5,"16,746",tt4667094,movie,19 Apr 2016,N/A,Open Road Films,http://50shadesofblackmovie.com/,True
20,The Finest Hours,2016,PG-13,29 Jan 2016,117 min,"Action, Drama, History, Thriller",Craig Gillespie,"Scott Silver (screenplay), Paul Tamasy (screenplay), Eric Johnson (screenplay), Casey Sherman (book), Michael J. Tougias (book)","Chris Pine, Casey Affleck, Ben Foster, Eric Bana",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,English,USA,2 wins.,https://m.media-amazon.com/images/M/MV5BNTY1MDU1NzYzN15BMl5BanBnXkFtZTgwOTA0MDQyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"55,146",tt2025690,movie,24 May 2016,"$20,278,493",Walt Disney Pictures,http://movies.disney.com/the-finest-hours,True
21,Jane Got a Gun,2015,R,29 Jan 2016,98 min,"Action, Drama, Western",Gavin O'Connor,"Brian Duffield (screenplay), Anthony Tambakis (screenplay), Joel Edgerton (screenplay), Brian Duffield (story)","Natalie Portman, Joel Edgerton, Ewan McGregor, Noah Emmerich",A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgwNDk0NDkwMl5BMl5BanBnXkFtZTgwNzYyNjA3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.9,"18,674",tt2140037,movie,26 Apr 2016,"$976,847",Relativity Media,N/A,True
22,The Choice,2016,PG-13,05 Feb 2016,111 min,"Drama, Romance",Ross Katz,"Bryan Sipe (screenplay), Nicholas Sparks (novel)","Benjamin Walker, Teresa Palmer, Maggie Grace, Alexandra Daddario",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,6.6,"29,146",tt3797868,movie,03 May 2016,"$15,285,347",Lionsgate Films,N/A,True
23,Dad's Army,2016,Not Rated,05 Feb 2016,100 min,"Comedy, War",Oliver Parker,"Hamish McColl (screenplay), Jimmy Perry (based on characters created by), David Croft (based on characters created by)","Mark Tandy, Russell Balogh, Andrew Havill, Heinz",The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.,"English, German",UK,N/A,https://m.media-amazon.com/images/M/MV5BNTRmOWMwZmMtMDUxNS00N2EzLWIwZGQtMmYxOGUwYWVhYjdmXkEyXkFqcGdeQXVyMTQ4NjQyMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.2,"6,546",tt4104054,movie,N/A,"$4,683,159",Universal Pictures International,http://www.dadsarmymovie.co.uk/,True
24,"Hail, Caesar!",2016,PG-13,05 Feb 2016,106 min,"Comedy, Drama, Music, Mystery","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,English,"UK, Japan, USA",Nominated for 1 Oscar. Another 11 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BOTI1M2FlMzItY2VjYS00Y2VkLWI5OTQtMzA0MWMyNmQzZmQ0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.3,"109,168",tt0475290,movie,07 Jun 2016,"$27,927,631",Universal Pictures,http://www.hailcaesarmovie.com/,True
25,Misconduct,2016,R,05 Feb 2016,106 min,"Crime, Drama, Mystery, Thriller",Shintaro Shimosawa,"Simon Boyes, Adam Mason","Josh Duhamel, Anthony Hopkins, Al Pacino, Alice Eve","When an ambitious young lawyer takes on a big case against a powerful and ruthless executive of a large pharmaceutical company, he soon finds himself involved in a case of blackmail and corruption.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTQ5NzcwNTM3OV5BMl5BanBnXkFtZTgwMDM3NTA1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.3,"13,254",tt3658772,movie,19 Apr 2016,N/A,Mike and Marty Productions,N/A,True
26,The Monkey King 2,2016,Not Rated,05 Feb 2016,119 min,"Action, Adventure, Fantasy",Soi Cheang,"Ping Ran, Ning Wen, Ning Wen, Cheng'en Wu (original story)","Aaron Kwok, Li Gong, Shaofeng Feng, Shenyang Xiao","When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon.","English, Mandarin","China, Hong Kong",3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzg0ZDY0MmEtMGM2Yi00OGFkLTgyMjQtYTc1MDkwNjU1MDc3XkEyXkFqcGdeQXVyMzA1ODAzMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"2,512",tt4591310,movie,N/A,N/A,N/A,N/A,True
27,Pride and Prejudice and Zombies,2016,PG-13,05 Feb 2016,108 min,"Action, Horror, Romance",Burr Steers,"Burr Steers (screenplay), Jane Austen (Quirk Books novel), Seth Grahame-Smith (Quirk Books novel)","Lily James, Sam Riley, Bella Heathcote, Ellie Bamber",Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,"English, Japanese, Chinese","USA, UK",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"44,977",tt1374989,movie,31 May 2016,"$8,639,097",Sony Pictures,N/A,True
28,Deadpool,2016,R,12 Feb 2016,108 min,"Action, Adventure, Comedy, Sci-Fi",Tim Miller,"Rhett Reese, Paul Wernick","Ryan Reynolds, Karan Soni, Ed Skrein, Michael Benyaer","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",English,USA,Nominated for 2 Golden Globes. Another 27 wins & 73 nominations.,https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.0,"796,069",tt1431045,movie,10 May 2016,"$328,674,489",20th Century Fox,http://www.foxmovies.com/deadpool,True
29,The Mermaid,2016,R,08 Feb 2016,94 min,"Comedy, Drama, Fantasy, Romance",Stephen Chow,"Hing-Ka Chan, Stephen Chow, Chi Keung Fung, Miu-Kei Ho, Ivy Kong, Si-Cheun Lee, Zhengyu Lu, Kan-Cheung Tsang","Chao Deng, Show Lo, Yuqi Zhang, Yun Lin","Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead.",Mandarin,China,10 nominations.,https://m.media-amazon.com/images/M/MV5BYzQzZGQxZTUtZWZhMC00ODE0LWI3N2EtOThiOTg0ZDYxYjEwXkEyXkFqcGdeQXVyNjU0NzY4ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.3,"6,990",tt4701660,movie,05 Jul 2016,"$3,229,457",Sony Pictures,N/A,True
30,Zootopia,2016,PG,04 Mar 2016,108 min,"Animation, Adventure, Comedy, Crime, Family, Mystery","Byron Howard, Rich Moore, Jared Bush(co-director)","Byron Howard (story by), Rich Moore (story by), Jared Bush (story by), Jim Reardon (story by), Josie Trinidad (story by), Phil Johnston (story by), Jennifer Lee (story by), Jared Bush (screenplay by), Phil Johnston (screenplay by)","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",English,USA,Won 1 Oscar. Another 45 wins & 65 nominations.,https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.0,"372,463",tt2948356,movie,07 Jun 2016,"$341,264,012",Walt Disney Animation Studios,http://movies.disney.com/zootopia,True
31,How to Be Single,2016,R,12 Feb 2016,110 min,"Comedy, Drama, Romance",Christian Ditter,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Dana Fox (screenplay), Abby Kohn (screen story), Marc Silverstein (screen story), Liz Tuccillo (book)","Dakota Johnson, Rebel Wilson, Leslie Mann, Damon Wayans Jr.",A group of young adults navigate love and relationships in New York City.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.1,"72,597",tt1292566,movie,24 May 2016,N/A,Warner Bros. Pictures,http://howtobesinglemovie.com/,True
32,Midnight Special,2016,PG-13,21 Apr 2016,112 min,"Action, Drama, Mystery, Sci-Fi, Thriller",Jeff Nichols,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst, Adam Driver","A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",English,"USA, Greece",3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwYjMxNTAtMjZkNC00YjJlLTg2ZGItNTM0NWVhYzEzYTZkXkEyXkFqcGdeQXVyNTY0MTkxMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.6,"66,958",tt2649554,movie,21 Jun 2016,"$3,324,164",Warner Bros. Pictures,http://www.midnightspecialmovie.com/,True
33,Zoolander 2,2016,PG-13,12 Feb 2016,101 min,Comedy,Ben Stiller,"Justin Theroux, Ben Stiller, Nicholas Stoller, John Hamburg, Drake Sather (character Derek Zoolander), Ben Stiller (character Derek Zoolander)","Justin Bieber, Jon Daly, Penélope Cruz, Ben Stiller","Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.","English, Italian, Spanish","USA, Italy",7 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2MjQxNTQzOV5BMl5BanBnXkFtZTgwMDE2MTY2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,4.7,"59,072",tt1608290,movie,24 May 2016,"$29,782,560",Paramount Pictures,http://www.zoolander.com/,True
34,Risen,2016,PG-13,19 Feb 2016,107 min,"Action, Adventure, Drama, Mystery",Kevin Reynolds,"Kevin Reynolds (screenplay), Paul Aiello (screenplay), Paul Aiello (story)","Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis","In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.3,"22,106",tt3231054,movie,24 May 2016,N/A,Sony Pictures,http://www.risen-movie.com/,True
