,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
10,Mary and the Witch's Flower,2017,PG,08 Jul 2017,103 min,"Animation, Adventure, Family, Fantasy","Hiromasa Yonebayashi, Giles New","Mary Stewart (based on the novel ""The Little Broomstick"" by), Riko Sakaguchi (screenplay by), Hiromasa Yonebayashi (screenplay by), David Freedman (English adaptation), Lynda Freedman (English adaptation)","Hana Sugisaki, Ryûnosuke Kamiki, Yûki Amami, Fumiyo Kohinata","Based on ""The Little Broomstick"" by Mary Stewart, a strange flower grants a girl magic powers.",Japanese,Japan,4 nominations.,https://m.media-amazon.com/images/M/MV5BNDVkYmFiNmQtMjc3Ni00YTY5LTk0NTAtZDc4YjZiZjU2YjNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.8,"7,628",tt6336356,movie,N/A,N/A,N/A,N/A,True
11,12 Strong,2018,R,19 Jan 2018,130 min,"Action, Drama, History, War",Nicolai Fuglsig,"Ted Tally, Peter Craig, Doug Stanton (based on the book,  ""Horse Soldiers"" by)","Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.","English, Dari, Russian, Spanish, Uzbek",USA,N/A,https://m.media-amazon.com/images/M/MV5BNTEzMjk3NzkxMV5BMl5BanBnXkFtZTgwNjY2NDczNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"45,764",tt1413492,movie,01 May 2018,N/A,Warner Bros. Pictures,https://12strongmovie.com/,True
12,Den of Thieves,2018,R,19 Jan 2018,140 min,"Action, Crime, Drama, Mystery, Thriller",Christian Gudegast,"Christian Gudegast (screenplay by), Christian Gudegast (story by), Paul Scheuring (story by)","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent",A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,"English, Polynesian",USA,N/A,https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.0,"63,817",tt1259528,movie,24 Apr 2018,"$44,680,327",STX Entertainment,http://denofthieves.movie/,True
13,Forever My Girl,2018,PG,19 Jan 2018,108 min,"Drama, Music, Romance",Bethany Ashton Wolf,"Bethany Ashton Wolf (screenplay by), Heidi McLaughlin (based on the novel by)","Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",After being gone for a decade a country star returns home to the love he left behind.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjAwNTA5NTYyNl5BMl5BanBnXkFtZTgwMDIzMzA2MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.7,"8,796",tt4103724,movie,24 Apr 2018,"$16,174,498",Roadside Attractions and LD Entertainment,http://www.forevermygirlthemovie.com/,True
14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
15,The Insult,2017,R,14 Sep 2017,113 min,"Crime, Drama, Thriller",Ziad Doueiri,"Ziad Doueiri, Joelle Touma","Adel Karam, Kamel El Basha, Camille Salameh, Diamand Bou Abboud","After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",Arabic,"France, Cyprus, Belgium, Lebanon, USA",Nominated for 1 Oscar. Another 7 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BZTI1NGM1YjgtZjgzNS00MmYxLWIyYmYtOTUwNjA0YmYyN2E5XkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.7,"10,276",tt7048622,movie,N/A,N/A,N/A,N/A,True
16,Please Stand By,2017,PG-13,26 Jan 2018,93 min,"Comedy, Drama",Ben Lewin,"Michael Golamco (screenplay by), Michael Golamco (based on the play by)","Dakota Fanning, Alice Eve, Toni Collette, Lexi Aaron","A young autistic woman runs away from her caregiver in an attempt to submit her manuscript to a ""Star Trek"" writing competition.","English, Klingon",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU3MzUzMjIxMV5BMl5BanBnXkFtZTgwODY5MTIzNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.7,"7,656",tt4652650,movie,01 May 2018,N/A,Magnolia Pictures,http://www.magpictures.com/pleasestandby/,True
17,Winchester,2018,PG-13,02 Feb 2018,99 min,"Biography, Drama, Fantasy, Horror, Mystery, Thriller","Michael Spierig, Peter Spierig","Tom Vaughan, Michael Spierig, Peter Spierig","Helen Mirren, Sarah Snook, Finn Scicluna-O'Prey, Jason Clarke","Ensconced in her sprawling California mansion, eccentric firearm heiress Sarah Winchester believes she is haunted by the souls of people killed by the Winchester repeating rifle.",English,"Australia, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjI2OWE5OGItMTE4Yi00ZmIzLThjZDctNTU1OTMxMTc3Yjg4XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.4,"22,318",tt1072748,movie,01 May 2018,"$24,553,838",CBS Films,http://www.winchestermovie.com/,True
18,A Fantastic Woman,2017,R,02 Feb 2018,104 min,Drama,Sebastián Lelio,"Sebastián Lelio (screenplay), Gonzalo Maza (screenplay)","Daniela Vega, Francisco Reyes, Luis Gnecco, Aline Küppenheim","Marina, a transgender woman who works as a waitress and moonlights as a nightclub singer, is bowled over by the death of her older boyfriend.",Spanish,"Chile, Germany, Spain, USA",Won 1 Oscar. Another 17 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BNGJhNWM4ZjItYWRhYS00N2UzLTg3OWItOGEzOWFmMGQ1ZjlkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.2,"17,051",tt5639354,movie,22 May 2018,"$806,746",Sony Pictures Classics,http://sonyclassics.com/afantasticwoman/,True
19,Armed,2018,R,14 Sep 2018,118 min,"Action, Thriller",Mario Van Peebles,Mario Van Peebles,"William Fichtner, Ryan Guzman, Mario Van Peebles, Charles Halford",A former U.S. Marshall struggling to put his life together after a case gone wrong. A former colleague reappears in his life and explains all of the survivors of the man's unit are ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTEwOTY5MjkxMTVeQTJeQWpwZ15BbWU4MDEwMDI0NDUz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}]",N/A,3.2,314,tt4824316,movie,14 Sep 2018,N/A,GVN Releasing,N/A,True
20,The Cloverfield Paradox,2018,PG-13,04 Feb 2018,102 min,"Drama, Horror, Mystery, Sci-Fi, Thriller",Julius Onah,"Oren Uziel (screenplay by), Oren Uziel (story by), Doug Jung (story by)","Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz","Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.","English, Mandarin",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTAwOTIxMDA0MjZeQTJeQWpwZ15BbWU4MDg1MjgzNzQz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.6,"79,195",tt2548396,movie,05 Feb 2019,N/A,Netflix,N/A,True
21,The 15:17 to Paris,2018,PG-13,09 Feb 2018,94 min,"Biography, Drama",Clint Eastwood,"Dorothy Blyskal (screenplay by), Anthony Sadler (based on the book by), Alek Skarlatos (based on the book by), Spencer Stone (based on the book by), Jeffrey E. Stern (based on the book by)","Ray Corasani, Alek Skarlatos, Anthony Sadler, Spencer Stone",Americans discover a terrorist plot on a Paris-bound train.,"English, French, Arabic, German, Dutch",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTY0NjUzNjYwOV5BMl5BanBnXkFtZTgwMzY1MDM0NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.2,"20,111",tt6802308,movie,22 May 2018,"$35,003,216",N/A,N/A,True
22,Fifty Shades Freed,2018,R,09 Feb 2018,105 min,"Drama, Romance, Thriller",James Foley,"Niall Leonard (screenplay by), E.L. James (based on the novel by)","Dakota Johnson, Jamie Dornan, Eric Johnson, Eloise Mumford","Anastasia and Christian get married, but Jack Hyde continues to threaten their relationship.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,4.5,"40,794",tt4477536,movie,08 May 2018,"$95,599,460",Universal Pictures,http://www.fiftyshadesmovie.com/,True
23,Peter Rabbit,2018,PG,09 Feb 2018,95 min,"Animation, Adventure, Comedy, Family, Fantasy",Will Gluck,"Rob Lieber (screen story by), Will Gluck (screen story by), Rob Lieber (screenplay by), Will Gluck (screenplay by), Beatrix Potter (based on the characters and tales of ""Peter Rabbit"" by)","James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,English,"USA, Australia",N/A,https://m.media-amazon.com/images/M/MV5BMzI5MzZmZjItOGQzZC00NjNiLWFjMjQtMGNhY2NmNDMyNGM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"25,706",tt5117670,movie,01 May 2018,"$84,060,376",Columbia Pictures,N/A,True
24,La Boda de Valentina,2018,R,09 Feb 2018,107 min,"Comedy, Romance",Marco Polo Constandse,"Beto Gómez (based on story idea by), Santiago Limón, Issa López","Kate Vernon, Ryan Carnes, Tony Dalton, Marimar Vega","Valentina has the perfect life in America. Her universe trembles when Jason, her boyfriend, proposes marriage and she must confront her family, the Hidalgo, the most chaotic and surreal political dynasty in the history of Mexico.","Spanish, English",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BOTc0ZDY0OGQtODM0Yi00YWQ4LTg1MzItMTU2NGFmZDQ1N2UyXkEyXkFqcGdeQXVyMjQ1MDk0MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,4.6,462,tt4823538,movie,N/A,"$2,675,608",Pantelion Films,N/A,True
25,Kri,2018,N/A,09 Feb 2018,138 min,"Action, Drama",Surendra Poudel,N/A,"Aditi Budhathoki, Kameshwor Chaurasiya, Laxmi Giri, Anmol K.C.",A man fights for his love.,Nepali,Nepal,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ0YmFhMWQtYThlMC00MGEyLWI0N2UtMmZmNDhjMGJiZWY0XkEyXkFqcGdeQXVyNzQ3NTY5MjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7528086,movie,N/A,N/A,N/A,N/A,True
26,Permission,2017,N/A,09 Feb 2018,96 min,"Comedy, Drama, Romance",Brian Crano,Brian Crano,"Rebecca Hall, Dan Stevens, Gina Gershon, François Arnaud",A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BODk4MWZhZTUtOGMxOC00NmIwLTk1NTEtYzJiODYzOTU0YWFlXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.3,"2,768",tt5390066,movie,N/A,N/A,Good Deed Entertainment,N/A,True
27,Monster Family,2017,PG,09 Feb 2018,93 min,"Animation, Comedy, Family, Horror",Holger Tappe,"David Safier (screenplay), Catharina Junk (screenplay), David Safier (book), Benedikt Niemann (additional writing), Kirstie Falkous (additional writing), Jens Benecke (additional writing), Matthias Parchettka (additional writing)","Emily Watson, Jason Isaacs, Nick Frost, Jessica Brown Findlay","Despite the title, the Wishbone family are far from happy. In an attempt to reconnect as a family, Mum and Emma plan a fun night out. However, her plan backfires when an evil witch curses them, and they're all turned into Monsters.","English, German","Germany, UK",N/A,https://m.media-amazon.com/images/M/MV5BMjIzNzUxMjMzNl5BMl5BanBnXkFtZTgwNzg0MTY2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",N/A,4.8,"2,972",tt6572702,movie,09 Feb 2018,N/A,Viva Pictures,N/A,True
28,Golden Exits,2017,R,09 Feb 2018,94 min,Drama,Alex Ross Perry,Alex Ross Perry,"Emily Browning, Adam Horovitz, Mary-Louise Parker, Lily Rabe",An intersectional narrative of two families in Brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.,English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMTUxMzk2OF5BMl5BanBnXkFtZTgwODI5MjU3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,5.8,"1,324",tt5687814,movie,16 Feb 2018,N/A,Sony Pictures and Vertical Entertainment,N/A,True
29,Black Panther,2018,PG-13,16 Feb 2018,134 min,"Action, Adventure, Sci-Fi",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel Comics by)","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","English, Swahili, Nama, Xhosa, Korean",USA,14 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.3,"469,075",tt1825683,movie,15 May 2018,"$501,105,037",Marvel Studios,https://www.marvel.com/movies/black-panther,True
30,Early Man,2018,PG,16 Feb 2018,89 min,"Animation, Adventure, Comedy, Family, Fantasy, Sport",Nick Park,"Mark Burton (screenplay by), James Higginson (screenplay by), Mark Burton (story by), Nick Park (story by)","Eddie Redmayne, Tom Hiddleston, Maisie Williams, Timothy Spall","Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home.",English,"USA, UK, France",N/A,https://m.media-amazon.com/images/M/MV5BYWMxYWVjNzAtMTY0YS00YWQyLWExMGItMjUxODkwYzQyNzMwXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.1,"14,622",tt4701724,movie,22 May 2018,N/A,Lionsgate,https://www.earlymanmovie.com/,True
31,Loveless,2017,R,01 Jun 2017,127 min,Drama,Andrey Zvyagintsev,"Oleg Negin, Andrey Zvyagintsev","Maryana Spivak, Aleksey Rozin, Matvey Novikov, Marina Vasileva",A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,Russian,"Russia, France, Germany, Belgium",Nominated for 1 Oscar. Another 17 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMzU3ODQ3MzQ5Nl5BMl5BanBnXkFtZTgwMDQwMDIzNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.7,"22,033",tt6304162,movie,N/A,N/A,N/A,N/A,True
32,The Party,1968,PG,04 Apr 1968,99 min,Comedy,Blake Edwards,"Blake Edwards (screenplay), Tom Waldman (screenplay), Frank Waldman (screenplay), Blake Edwards (story)","Peter Sellers, Claudine Longet, Natalia Borisova, Jean Carson",A clerical mistake results in a bumbling Indian film star being invited to an exclusive Hollywood party instead of being fired.,"English, Italian, Russian, French, Chinese",USA,N/A,https://m.media-amazon.com/images/M/MV5BNDRhMzhjZmUtNTEzMy00MjRjLThhMjYtZmQ2MjAyOGI1N2Q4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",N/A,7.6,"34,201",tt0063415,movie,11 Dec 2001,N/A,United Artists,N/A,True
